word,phones,n_phonemes,n_sibilants,sibilant_density,log_freq
ritual,R IH CH UW AH L,6,1,0.16666666666666666,2.6599162000698504
roadside,R OW D S AY D,6,1,0.16666666666666666,1.724275869600789
roam,R OW M,3,0,0.0,2.2405492482826
rod,R AA D,3,0,0.0,2.738780558484369
role,R OW L,3,0,0.0,2.9684829485539352
roller,R OW L ER,4,0,0.0,2.4683473304121573
rooftop,R UW F T AA P,6,0,0.0,1.9138138523837167
rookie,R UH K IY,4,0,0.0,2.403120521175818
roommate,R UW M EY T,5,0,0.0,2.7649229846498886
roost,R UW S T,4,1,0.25,1.662757831681574
root,R UW T,3,0,0.0,2.7283537820212285
ropes,R OW P S,4,1,0.25,2.482873583608754
rosary,R OW Z ER IY,5,1,0.2,1.792391689498254
roster,R AA S T ER,5,1,0.2,2.0453229787866576
rotary,R OW T ER IY,5,0,0.0,1.4471580313422192
rotate,R OW T EY T,5,0,0.0,1.99563519459755
rotation,R OW T EY SH AH N,7,1,0.14285714285714285,2.1760912590556813
roundabout,R AW N D AH B AW T,8,0,0.0,1.3617278360175928
roundup,R AW N D AH P,6,0,0.0,1.7708520116421442
routine,R UW T IY N,5,0,0.0,3.0056094453602804
rove,R OW V,3,0,0.0,1.7708520116421442
roving,R OW V IH NG,5,0,0.0,1.591064607026499
row,R OW,2,0,0.0,3.1283992687178066
rowboat,R OW B OW T,5,0,0.0,1.7403626894942439
rowing,R OW IH NG,4,0,0.0,1.8195439355418688
royal,R OY AH L,4,0,0.0,3.074084689028244
rudder,R AH D ER,4,0,0.0,2.298853076409707
ruddy,R AH D IY,4,0,0.0,1.568201724066995
ruffle,R AH F AH L,5,0,0.0,1.4771212547196624
rug,R AH G,3,0,0.0,2.7259116322950483
rugged,R AH G AH D,5,0,0.0,2.012837224705172
rule,R UW L,3,0,0.0,3.3902283624691303
ruler,R UW L ER,4,0,0.0,2.2121876044039577
rummage,R AH M IH JH,5,1,0.2,1.6127838567197355
runway,R AH N W EY,5,0,0.0,2.4471580313422194
rye,R AY,2,0,0.0,2.3283796034387376
saber,S EY B ER,4,1,0.25,1.6232492903979006
sack,S AE K,3,1,0.3333333333333333,2.8195439355418688
saddle,S AE D AH L,5,1,0.2,2.6020599913279625
safeguard,S EY F G AA R D,7,1,0.14285714285714285,1.6901960800285136
sainted,S EY N T IH D,6,1,0.16666666666666666,1.505149978319906
sake,S EY K,3,1,0.3333333333333333,3.5149460053080044
saline,S AH L IY N,5,1,0.2,2.24551266781415
saloon,S AH L UW N,5,1,0.2,2.419955748489758
saltwater,S AO L T W AA T ER,8,1,0.125,1.505149978319906
salty,S AO L T IY,5,1,0.2,2.1072099696478683
salve,S AA V,3,1,0.3333333333333333,1.4771212547196624
sanctity,S AE NG K T IH T IY,8,1,0.125,1.9294189257142926
sanctum,S AE NG K T AH M,7,1,0.14285714285714285,1.5314789170422551
sander,S AE N D ER,5,1,0.2,1.4471580313422192
sandman,S AE N D M AE N,7,1,0.14285714285714285,2.0969100130080562
sandpaper,S AE N D P EY P ER,8,1,0.125,1.3617278360175928
sanitation,S AE N AH T EY SH AH N,9,2,0.2222222222222222,1.7853298350107671
sarcophagus,S AA R K AA F AH G AH S,10,2,0.2,1.505149978319906
sash,S AE SH,3,2,0.6666666666666666,1.7708520116421442
sassafras,S AE S AH F R AE S,8,3,0.375,1.5185139398778875
saucer,S AO S ER,4,2,0.5,2.1492191126553797
sauerkraut,S AW ER K R AW T,7,1,0.14285714285714285,1.7160033436347992
savant,S AH V AA N T,6,1,0.16666666666666666,1.3979400086720377
sawdust,S AO D AH S T,6,2,0.3333333333333333,1.4913616938342726
scaffold,S K AE F AH L D,7,1,0.14285714285714285,1.462397997898956
scale,S K EY L,4,1,0.25,2.6866362692622934
scan,S K AE N,4,1,0.25,2.682145076373832
scarecrow,S K AE R K R OW,7,1,0.14285714285714285,1.954242509439325
schedule,S K EH JH UH L,6,2,0.3333333333333333,3.1815577738627865
schematic,S K IH M AE T IH K,8,1,0.125,1.7708520116421442
schilling,SH IH L IH NG,5,1,0.2,1.5563025007672873
schoolmaster,S K UW L M AE S T ER,9,2,0.2222222222222222,1.6720978579357175
schoolteacher,S K UW L T IY CH ER,8,2,0.25,2.247973266361807
schoolwork,S K UW L W ER K,7,1,0.14285714285714285,1.6989700043360187
schooner,S K UW N ER,5,1,0.2,1.591064607026499
scissors,S IH Z ER Z,5,3,0.6,2.534026106056135
scoop,S K UW P,4,1,0.25,2.462397997898956
scooter,S K UW T ER,5,1,0.2,2.146128035678238
scope,S K OW P,4,1,0.25,2.4578818967339924
scorer,S K AO R ER,5,1,0.2,1.3424226808222062
scour,S K AW ER,4,1,0.25,1.505149978319906
scrambled,S K R AE M B AH L D,9,1,0.1111111111111111,2.5658478186735176
scrap,S K R AE P,5,1,0.2,2.3502480183341627
scratch,S K R AE CH,5,2,0.4,2.983175072037813
screening,S K R IY N IH NG,7,1,0.14285714285714285,2.2405492482826
screwball,S K R UW B AO L,7,1,0.14285714285714285,1.7634279935629373
scribble,S K R IH B AH L,7,1,0.14285714285714285,1.5185139398778875
script,S K R IH P T,6,1,0.16666666666666666,3.000434077479319
scripture,S K R IH P CH ER,7,2,0.2857142857142857,1.845098040014257
scroll,S K R OW L,5,1,0.2,2.0681858617461617
scrub,S K R AH B,5,1,0.2,2.503790683057181
scuttle,S K AH T AH L,6,1,0.16666666666666666,1.6232492903979006
seagull,S IY G AH L,5,1,0.2,1.7993405494535817
seal,S IY L,3,1,0.3333333333333333,2.8767949762007006
seam,S IY M,3,1,0.3333333333333333,1.5314789170422551
seaman,S IY M AH N,5,1,0.2,1.9395192526186185
searchlight,S ER CH L AY T,6,2,0.3333333333333333,1.3617278360175928
seat,S IY T,3,1,0.3333333333333333,3.604118006192035
seating,S IY T IH NG,5,1,0.2,2.041392685158225
seaweed,S IY W IY D,5,1,0.2,1.9493900066449128
sec,S EH K,3,1,0.3333333333333333,2.9434945159061026
secluded,S IH K L UW D IH D,8,1,0.125,1.724275869600789
second,S EH K AH N D,6,1,0.16666666666666666,4.161787118745523
secondary,S EH K AH N D EH R IY,9,1,0.1111111111111111,2.322219294733919
secret,S IY K R AH T,6,1,0.16666666666666666,3.747100931364986
secretary,S EH K R AH T EH R IY,9,1,0.1111111111111111,3.229169702539101
section,S EH K SH AH N,6,2,0.3333333333333333,3.144574207609616
sector,S EH K T ER,5,1,0.2,2.5575072019056577
secular,S EH K Y AH L ER,7,1,0.14285714285714285,1.414973347970818
sedan,S AH D AE N,5,1,0.2,1.9590413923210936
sedate,S IH D EY T,5,1,0.2,1.8129133566428555
sedative,S EH D AH T IH V,7,1,0.14285714285714285,2.1172712956557644
sediment,S EH D AH M AH N T,8,1,0.125,1.3424226808222062
seem,S IY M,3,1,0.3333333333333333,3.853211334503317
seer,S IY R,3,1,0.3333333333333333,1.8808135922807914
segment,S EH G M AH N T,7,1,0.14285714285714285,2.0086001717619175
selection,S AH L EH K SH AH N,8,2,0.25,2.367355921026019
selective,S AH L EH K T IH V,8,1,0.125,1.7853298350107671
selenium,S AH L IY N IY AH M,8,1,0.125,1.5314789170422551
sell,S EH L,3,1,0.3333333333333333,3.6726519228400023
seller,S EH L ER,4,1,0.25,2.0530784434834195
semantics,S IH M AE N T IH K S,9,2,0.2222222222222222,1.6020599913279623
semblance,S EH M B L AH N S,8,2,0.25,1.3617278360175928
semester,S AH M EH S T ER,7,2,0.2857142857142857,2.550228353055094
seminar,S EH M AH N AA R,7,1,0.14285714285714285,2.3384564936046046
senior,S IY N Y ER,5,1,0.2,3.1271047983648077
seniority,S IY N Y AO R IH T IY,9,1,0.1111111111111111,1.7481880270062005
senor,S IY N Y AO R,6,1,0.16666666666666666,2.4712917110589387
sensor,S EH N S ER,5,2,0.4,2.0644579892269186
sentence,S EH N T AH N S,7,2,0.2857142857142857,3.0203612826477078
series,S IH R IY Z,5,2,0.4,3.012415374762433
sermon,S ER M AH N,5,1,0.2,2.146128035678238
serve,S ER V,3,1,0.3333333333333333,3.286905352972375
server,S ER V ER,4,1,0.25,2.303196057420489
sesame,S EH S AH M IY,6,2,0.3333333333333333,1.8976270912904414
session,S EH SH AH N,5,2,0.4,2.8318697742805017
set,S EH T,3,1,0.3333333333333333,4.072102778885176
seven,S EH V AH N,5,1,0.2,3.7265642161622448
seventy,S EH V AH N T IY,7,1,0.14285714285714285,2.0253058652647704
sewing,S OW IH NG,4,1,0.25,2.298853076409707
shadow,SH AE D OW,4,1,0.25,3.03382569395331
shaker,SH EY K ER,4,1,0.25,1.9138138523837167
shaman,SH EY M AH N,5,1,0.2,2.110589710299249
shape,SH EY P,3,1,0.3333333333333333,3.188365926063148
shave,SH EY V,3,1,0.3333333333333333,2.846955325019824
shaver,SH EY V ER,4,1,0.25,1.3979400086720377
shawl,SH AO L,3,1,0.3333333333333333,1.8512583487190752
shear,SH IH R,3,1,0.3333333333333333,1.3424226808222062
sheath,SH IY TH,3,1,0.3333333333333333,1.414973347970818
shed,SH EH D,3,1,0.3333333333333333,2.7489628612561616
sheep,SH IY P,3,1,0.3333333333333333,2.8363241157067516
sheik,SH IY K,3,1,0.3333333333333333,1.8920946026904804
shellfish,SH EH L F IH SH,6,2,0.3333333333333333,1.7075701760979363
sheltered,SH EH L T ER D,6,1,0.16666666666666666,1.7323937598229686
shift,SH IH F T,4,1,0.25,3.0663259253620376
shilling,SH IH L IH NG,5,1,0.2,1.8808135922807914
shin,SH IH N,3,1,0.3333333333333333,2.1986570869544226
shiner,SH AY N ER,4,1,0.25,1.591064607026499
shipment,SH IH P M AH N T,7,1,0.14285714285714285,2.509202522331103
shipshape,SH IH P SH EY P,6,2,0.3333333333333333,1.4913616938342726
shipyard,SH IH P Y AA R D,7,1,0.14285714285714285,1.6434526764861874
shopkeeper,SH AA P K IY P ER,7,1,0.14285714285714285,1.3222192947339193
shopper,SH AA P ER,4,1,0.25,1.5314789170422551
shorten,SH AO R T AH N,6,1,0.16666666666666666,1.724275869600789
shorthand,SH AO R T HH AE N D,8,1,0.125,1.7160033436347992
shortstop,SH AO R T S T AA P,8,2,0.25,1.6232492903979006
shortwave,SH AO R T W EY V,7,1,0.14285714285714285,1.3222192947339193
shoulder,SH OW L D ER,5,1,0.2,3.1261314072619846
shovel,SH AH V AH L,5,1,0.2,2.5440680443502757
showboat,SH OW B OW T,5,1,0.2,1.3222192947339193
shred,SH R EH D,4,1,0.25,2.1789769472931693
shrine,SH R AY N,4,1,0.25,2.1818435879447726
shrug,SH R AH G,4,1,0.25,1.3222192947339193
shuffle,SH AH F AH L,5,1,0.2,2.1789769472931693
shut,SH AH T,3,1,0.3333333333333333,4.128915978453837
shutter,SH AH T ER,4,1,0.25,1.8750612633917
shy,SH AY,2,1,0.5,2.9722028383790646
side,S AY D,3,1,0.3333333333333333,4.0106391167366295
sidearm,S AY D AA R M,6,1,0.16666666666666666,1.380211241711606
sidebar,S AY D B AA R,6,1,0.16666666666666666,1.6812412373755872
sideline,S AY D L AY N,6,1,0.16666666666666666,1.505149978319906
sift,S IH F T,4,1,0.25,1.591064607026499
sigma,S IH G M AH,5,1,0.2,1.591064607026499
sign,S AY N,3,1,0.3333333333333333,3.832381160247041
signal,S IH G N AH L,6,1,0.16666666666666666,3.284881714655453
silence,S AY L AH N S,6,2,0.3333333333333333,3.1122697684172707
silent,S AY L AH N T,6,1,0.16666666666666666,3.0696680969115957
silicon,S IH L AH K AH N,7,1,0.14285714285714285,1.9444826721501687
sill,S IH L,3,1,0.3333333333333333,1.380211241711606
silo,S AY L OW,4,1,0.25,1.6901960800285136
single,S IH NG G AH L,6,1,0.16666666666666666,3.5654936298688624
singular,S IH NG G Y AH L ER,8,1,0.125,1.8195439355418688
sink,S IH NG K,4,1,0.25,2.936513742478893
sinker,S IH NG K ER,5,1,0.2,1.462397997898956
sip,S IH P,3,1,0.3333333333333333,2.416640507338281
sir,S ER,2,1,0.5,4.691867993551476
sire,S AY ER,3,1,0.3333333333333333,2.8273692730538253
site,S AY T,3,1,0.3333333333333333,2.9916690073799486
sitter,S IH T ER,4,1,0.25,1.9084850188786497
situation,S IH CH UW EY SH AH N,8,3,0.375,3.6240757311456826
six,S IH K S,4,2,0.5,4.007619774517403
sixty,S IH K S T IY,6,2,0.3333333333333333,2.444044795918076
skateboard,S K EY T B AO R D,8,1,0.125,1.9344984512435677
skim,S K IH M,4,1,0.25,1.6434526764861874
skimpy,S K IH M P IY,6,1,0.16666666666666666,1.414973347970818
skinny,S K IH N IY,5,1,0.2,2.8536982117761744
skip,S K IH P,4,1,0.25,3.0322157032979815
slab,S L AE B,4,1,0.25,1.9777236052888478
slang,S L AE NG,4,1,0.25,1.8573324964312685
slant,S L AE N T,5,1,0.2,1.7708520116421442
slate,S L EY T,4,1,0.25,2.220108088040055
sledge,S L EH JH,4,2,0.5,1.3979400086720377
sleight,S L AY T,4,1,0.25,1.414973347970818
slice,S L AY S,4,2,0.5,2.639486489268586
slick,S L IH K,4,1,0.25,2.545307116465824
slicker,S L IH K ER,5,1,0.2,1.6334684555795864
slight,S L AY T,4,1,0.25,2.716003343634799
slinky,S L IH NG K IY,6,1,0.16666666666666666,1.6989700043360187
slogan,S L OW G AH N,6,1,0.16666666666666666,2.1072099696478683
slope,S L OW P,4,1,0.25,2.1789769472931693
slot,S L AA T,4,1,0.25,2.44870631990508
slush,S L AH SH,4,2,0.5,1.462397997898956
smidgen,S M IH JH AH N,6,2,0.3333333333333333,1.3424226808222062
smock,S M AA K,4,1,0.25,1.414973347970818
snafu,S N AE F UW,5,1,0.2,1.4471580313422192
snail,S N EY L,4,1,0.25,1.9590413923210936
snort,S N AO R T,5,1,0.2,1.7781512503836436
snowplow,S N OW P L AW,6,1,0.16666666666666666,1.3222192947339193
soapbox,S OW P B AA K S,7,2,0.2857142857142857,1.3979400086720377
soapy,S OW P IY,4,1,0.25,1.414973347970818
socialite,S OW SH AH L AY T,7,2,0.2857142857142857,1.3617278360175928
sociology,S OW S IY AA L AH JH IY,9,3,0.3333333333333333,1.3617278360175928
sod,S AA D,3,1,0.3333333333333333,1.9777236052888478
soil,S OY L,3,1,0.3333333333333333,2.5998830720736876
sole,S OW L,3,1,0.3333333333333333,2.429752280002408
solemn,S AA L AH M,5,1,0.2,2.0530784434834195
solitary,S AA L AH T EH R IY,8,1,0.125,2.2430380486862944
solitude,S AA L AH T UW D,7,1,0.14285714285714285,2.012837224705172
solvent,S AA L V AH N T,7,1,0.14285714285714285,1.462397997898956
sonar,S OW N AA R,5,1,0.2,2.326335860928751
sophomore,S AA F M AO R,6,1,0.16666666666666666,2.167317334748176
sorcery,S AO R S ER IY,6,2,0.3333333333333333,1.5314789170422551
sorority,S ER AO R AH T IY,7,1,0.14285714285714285,1.9867717342662448
southbound,S AW TH B AW N D,7,1,0.14285714285714285,1.6127838567197355
sovereign,S AA V R AH N,6,1,0.16666666666666666,2.110589710299249
sow,S AW,2,1,0.5,1.99563519459755
soy,S OY,2,1,0.5,2.0755469613925306
soybean,S OY B IY N,5,1,0.2,1.414973347970818
spacing,S P EY S IH NG,6,2,0.3333333333333333,1.462397997898956
spade,S P EY D,4,1,0.25,2.0755469613925306
spandex,S P AE N D AH K S,8,2,0.25,1.5797835966168101
spar,S P AA R,4,1,0.25,1.568201724066995
spatial,S P EY SH AH L,6,2,0.3333333333333333,1.4771212547196624
spatula,S P AE CH UH L AH,7,2,0.2857142857142857,1.7558748556724915
spawn,S P AA N,4,1,0.25,1.9731278535996986
speaker,S P IY K ER,5,1,0.2,2.5477747053878224
spec,S P EH K,4,1,0.25,1.6532125137753437
specialty,S P EH SH AH L T IY,8,2,0.25,2.436162647040756
species,S P IY SH IY Z,6,3,0.5,2.8432327780980096
specific,S P AH S IH F IH K,8,2,0.25,2.9585638832219674
specs,S P EH K S,5,2,0.4,2.0293837776852097
speechless,S P IY CH L AH S,7,3,0.42857142857142855,1.954242509439325
spender,S P EH N D ER,6,1,0.16666666666666666,1.8388490907372552
spin,S P IH N,4,1,0.25,2.873320601815399
spine,S P AY N,4,1,0.25,2.4683473304121573
splice,S P L AY S,5,2,0.4,1.3222192947339193
spokesman,S P OW K S M AH N,8,2,0.25,1.7853298350107671
spokesperson,S P OW K S P ER S AH N,10,3,0.3,1.6720978579357175
sponge,S P AH N JH,5,2,0.4,2.5352941200427703
sponsor,S P AA N S ER,6,2,0.3333333333333333,2.437750562820388
spoonful,S P UW N F UH L,7,1,0.14285714285714285,1.4913616938342726
spot,S P AA T,4,1,0.25,3.497067936398505
spotter,S P AA T ER,5,1,0.2,1.6901960800285136
spout,S P AW T,4,1,0.25,1.724275869600789
spray,S P R EY,4,1,0.25,2.69284691927723
spud,S P AH D,4,1,0.25,1.6812412373755872
spur,S P ER,3,1,0.3333333333333333,1.8692317197309762
squad,S K W AA D,5,1,0.2,3.0402066275747113
square,S K W EH R,5,1,0.2,3.209783014848515
squat,S K W AA T,5,1,0.2,2.2068258760318495
squawk,S K W AO K,5,1,0.2,1.9444826721501687
squeaky,S K W IY K IY,6,1,0.16666666666666666,2.0086001717619175
squeeze,S K W IY Z,5,2,0.4,2.886490725172482
squid,S K W IH D,5,1,0.2,2.1522883443830563
squire,S K W AY R,5,1,0.2,2.1986570869544226
squishy,S K W IH SH IY,6,2,0.3333333333333333,1.591064607026499
stable,S T EY B AH L,6,1,0.16666666666666666,2.82865989653532
stack,S T AE K,4,1,0.25,2.494154594018443
staff,S T AE F,4,1,0.25,3.212986184736668
stagecoach,S T EY JH K OW CH,7,3,0.42857142857142855,1.7160033436347992
stagehand,S T EY JH HH AE N D,8,2,0.25,1.462397997898956
stair,S T EH R,4,1,0.25,1.845098040014257
staircase,S T EH R K EY S,7,2,0.2857142857142857,1.954242509439325
stairs,S T EH R Z,5,2,0.4,3.083860800866573
stake,S T EY K,4,1,0.25,2.9283958522567137
stand,S T AE N D,5,1,0.2,4.062092892630169
standard,S T AE N D ER D,7,1,0.14285714285714285,2.973589623427257
standby,S T AE N D B AY,7,1,0.14285714285714285,2.1818435879447726
standpoint,S T AE N D P OY N T,9,1,0.1111111111111111,1.8388490907372552
standstill,S T AE N D S T IH L,9,2,0.2222222222222222,1.4313637641589874
staple,S T EY P AH L,6,1,0.16666666666666666,1.7634279935629373
stapler,S T EY P AH L ER,7,1,0.14285714285714285,1.6532125137753437
starboard,S T AA R B ER D,7,1,0.14285714285714285,2.525044807036845
starch,S T AA R CH,5,2,0.4,1.845098040014257
startle,S T AA R T AH L,7,1,0.14285714285714285,1.7853298350107671
stat,S T AE T,4,1,0.25,2.1583624920952498
stately,S T EY T L IY,6,1,0.16666666666666666,1.380211241711606
statement,S T EY T M AH N T,8,1,0.125,3.17376882313665
stateside,S T EY T S AY D,7,2,0.2857142857142857,1.7853298350107671
statesman,S T EY T S M AH N,8,2,0.25,1.505149978319906
station,S T EY SH AH N,6,2,0.3333333333333333,3.6057358938767465
stationary,S T EY SH AH N EH R IY,9,2,0.2222222222222222,1.6989700043360187
statistical,S T AH T IH S T IH K AH L,11,2,0.18181818181818182,1.6720978579357175
status,S T AE T AH S,6,2,0.3333333333333333,2.8756399370041685
statute,S T AE CH UW T,6,2,0.3333333333333333,1.9912260756924949
stead,S T EH D,4,1,0.25,1.7403626894942439
stealth,S T EH L TH,5,1,0.2,2.155336037465062
steam,S T IY M,4,1,0.25,2.8369567370595505
steamer,S T IY M ER,5,1,0.2,1.7323937598229686
steaming,S T IY M IH NG,6,1,0.16666666666666666,2.0086001717619175
steel,S T IY L,4,1,0.25,2.9740509027928774
steering,S T IH R IH NG,6,1,0.16666666666666666,2.3180633349627615
stem,S T EH M,4,1,0.25,2.060697840353612
stenographer,S T EH N AH G R AH F ER,10,1,0.1,1.6232492903979006
stepdaughter,S T EH P D AO T ER,8,1,0.125,1.4913616938342726
steps,S T EH P S,5,2,0.4,3.100370545117563
stepson,S T EH P S AH N,7,2,0.2857142857142857,1.4471580313422192
sterile,S T EH R AH L,6,1,0.16666666666666666,2.0492180226701815
steward,S T UW ER D,5,1,0.2,2.1492191126553797
stick,S T IH K,4,1,0.25,3.694956002249818
stillness,S T IH L N AH S,7,2,0.2857142857142857,1.3617278360175928
stint,S T IH N T,5,1,0.2,1.591064607026499
stipulate,S T IH P Y AH L EY T,9,1,0.1111111111111111,1.5185139398778875
stir,S T ER,3,1,0.3333333333333333,2.4800069429571505
stitch,S T IH CH,4,2,0.5,2.582063362911709
stitching,S T IH CH IH NG,6,2,0.3333333333333333,1.5185139398778875
stock,S T AA K,4,1,0.25,3.1142772965615864
stockholder,S T AA K HH OW L D ER,9,1,0.1111111111111111,1.662757831681574
stocking,S T AA K IH NG,6,1,0.16666666666666666,2.130333768495006
stockroom,S T AA K R UW M,7,1,0.14285714285714285,1.462397997898956
stomach,S T AH M AH K,6,1,0.16666666666666666,3.237040791379191
stone,S T OW N,4,1,0.25,3.3165993020938607
stonewall,S T OW N W AO L,7,1,0.14285714285714285,1.5797835966168101
stony,S T OW N IY,5,1,0.2,1.505149978319906
stoop,S T UW P,4,1,0.25,2.100370545117563
stop,S T AA P,4,1,0.25,4.557170222298514
stopover,S T AA P OW V ER,7,1,0.14285714285714285,1.3222192947339193
stopper,S T AA P ER,5,1,0.2,1.4313637641589874
stopwatch,S T AA P W AA CH,7,2,0.2857142857142857,1.5797835966168101
storage,S T AO R AH JH,6,2,0.3333333333333333,2.656098202012832
storeroom,S T AO R R UW M,7,1,0.14285714285714285,1.9242792860618816
stout,S T AW T,4,1,0.25,1.7323937598229686
stow,S T OW,3,1,0.3333333333333333,1.8129133566428555
strand,S T R AE N D,6,1,0.16666666666666666,1.9777236052888478
strange,S T R EY N JH,6,2,0.3333333333333333,3.6443400988263224
strap,S T R AE P,5,1,0.2,2.4216039268698313
streamline,S T R IY M L AY N,8,1,0.125,1.4313637641589874
street,S T R IY T,5,1,0.2,3.878406887580996
streetcar,S T R IY T K AA R,8,1,0.125,1.8195439355418688
string,S T R IH NG,5,1,0.2,2.8109042806687006
strings,S T R IH NG Z,6,2,0.3333333333333333,2.622214022966295
stripe,S T R AY P,5,1,0.2,1.8750612633917
striped,S T R AY P T,6,1,0.16666666666666666,1.9444826721501687
stronghold,S T R AO NG HH OW L D,9,1,0.1111111111111111,1.7853298350107671
stubby,S T AH B IY,5,1,0.2,1.414973347970818
stump,S T AH M P,5,1,0.2,2.100370545117563
suave,S W AA V,4,1,0.25,1.6812412373755872
sub,S AH B,3,1,0.3333333333333333,2.5921767573958667
subcommittee,S AH B K AH M IH T IY,9,1,0.1111111111111111,1.6434526764861874
subconscious,S AH B K AA N SH AH S,9,3,0.3333333333333333,2.130333768495006
subdivision,S AH B D IH V IH ZH AH N,10,2,0.2,1.4771212547196624
subject,S AH B JH EH K T,7,2,0.2857142857142857,3.2755416884013098
sublet,S AH B L EH T,6,1,0.16666666666666666,1.4913616938342726
subliminal,S AH B L IH M IH N AH L,10,1,0.1,1.568201724066995
submersible,S AH B M ER S IH B AH L,10,2,0.2,1.505149978319906
submission,S AH B M IH SH AH N,8,2,0.25,1.7481880270062005
submissive,S AH B M IH S IH V,8,2,0.25,1.662757831681574
subscribe,S AH B S K R AY B,8,2,0.25,1.6532125137753437
subscription,S AH B S K R IH P SH AH N,11,3,0.2727272727272727,1.8388490907372552
subsequent,S AH B S AH K W AH N T,10,2,0.2,1.8129133566428555
subside,S AH B S AY D,6,2,0.3333333333333333,1.3222192947339193
subsidiary,S AH B S IH D IY EH R IY,10,2,0.2,1.380211241711606
substantiate,S AH B S T AE N CH IY EY T,11,3,0.2727272727272727,1.3222192947339193
substitute,S AH B S T AH T UW T,9,2,0.2222222222222222,2.3783979009481375
substitution,S AH B S T IH T UW SH AH N,11,3,0.2727272727272727,1.3424226808222062
subtext,S AH B T EH K S T,8,2,0.25,1.5185139398778875
subtitle,S AH B T AY T AH L,8,1,0.125,1.724275869600789
subtlety,S AH T AH L T IY,7,1,0.14285714285714285,1.6127838567197355
subway,S AH B W EY,5,1,0.2,2.737987326333431
succession,S AH K S EH SH AH N,8,3,0.375,1.6901960800285136
suds,S AH D Z,4,2,0.5,1.3979400086720377
suede,S W EY D,4,1,0.25,1.968482948553935
suggestive,S AH G JH EH S T IH V,9,3,0.3333333333333333,1.4313637641589874
suitcase,S UW T K EY S,6,2,0.3333333333333333,2.835056101720116
sulfate,S AH L F EY T,6,1,0.16666666666666666,1.3222192947339193
sulfur,S AH L F ER,5,1,0.2,1.7853298350107671
summarize,S AH M ER AY Z,6,2,0.3333333333333333,1.3222192947339193
summary,S AH M ER IY,5,1,0.2,1.9344984512435677
summation,S AH M EY SH AH N,7,2,0.2857142857142857,1.5314789170422551
summit,S AH M AH T,5,1,0.2,2.2329961103921536
superfluous,S UW P ER F L W AH S,9,2,0.2222222222222222,1.380211241711606
superintendent,S UW P ER AH N T EH N D AH N T,13,1,0.07692307692307693,2.342422680822206
supervise,S UW P ER V AY Z,7,2,0.2857142857142857,1.99563519459755
supplement,S AH P L AH M AH N T,9,1,0.1111111111111111,1.7708520116421442
supplier,S AH P L AY ER,6,1,0.16666666666666666,2.0
supply,S AH P L AY,5,1,0.2,2.979092900638326
suppose,S AH P OW Z,5,2,0.4,3.8073320392911905
supposed,S AH P OW Z D,6,2,0.3333333333333333,4.109443547064349
surname,S ER N EY M,5,1,0.2,1.6901960800285136
surrogate,S ER AH G AH T,6,1,0.16666666666666666,1.9822712330395684
surround,S ER AW N D,5,1,0.2,2.1958996524092336
swab,S W AA B,4,1,0.25,2.0863598306747484
swank,S W AE NG K,5,1,0.2,1.3979400086720377
swap,S W AA P,4,1,0.25,2.2695129442179165
sway,S W EY,3,1,0.3333333333333333,2.113943352306837
sweep,S W IY P,4,1,0.25,2.6866362692622934
sweeper,S W IY P ER,5,1,0.2,1.5185139398778875
swig,S W IH G,4,1,0.25,1.6901960800285136
swill,S W IH L,4,1,0.25,1.6989700043360187
switch,S W IH CH,4,2,0.5,3.156851901070011
switchboard,S W IH CH B AO R D,8,2,0.25,1.7708520116421442
syllable,S IH L AH B AH L,7,1,0.14285714285714285,1.6334684555795864
syllabus,S IH L AH B AH S,7,2,0.2857142857142857,1.462397997898956
symmetry,S IH M AH T R IY,7,1,0.14285714285714285,1.6232492903979006
symposium,S IH M P OW Z IY AH M,9,2,0.2222222222222222,1.5563025007672873
synagogue,S IH N AH G AO G,7,1,0.14285714285714285,1.6989700043360187
synapse,S IH AE P S,5,2,0.4,1.5797835966168101
synergy,S IH N ER JH IY,6,2,0.3333333333333333,1.505149978319906
synonymous,S AH N AA N AH M AH S,9,2,0.2222222222222222,1.462397997898956
synthesizer,S IH N TH AH S AY Z ER,9,3,0.3333333333333333,1.4471580313422192
synthetic,S IH N TH EH T IH K,8,1,0.125,2.110589710299249
system,S IH S T AH M,6,2,0.3333333333333333,3.6691308473733324
systematic,S IH S T AH M AE T IH K,10,2,0.2,1.4913616938342726
tab,T AE B,3,0,0.0,2.469822015978163
table,T EY B AH L,5,0,0.0,3.731427587050948
tablecloth,T EY B AH L K L AO TH,9,0,0.0,1.6901960800285136
tabloid,T AE B L OY D,6,0,0.0,1.7558748556724915
tackle,T AE K AH L,5,0,0.0,2.342422680822206
tactical,T AE K T IH K AH L,8,0,0.0,2.450249108319361
tad,T AE D,3,0,0.0,2.3783979009481375
tag,T AE G,3,0,0.0,2.8506462351830666
tail,T EY L,3,0,0.0,3.0863598306747484
tailor,T EY L ER,4,0,0.0,2.330413773349191
tailpipe,T EY L P AY P,6,0,0.0,1.414973347970818
takeoff,T EY K AO F,5,0,0.0,2.100370545117563
talcum,T AE L K AH M,6,0,0.0,1.6020599913279623
talker,T AO K ER,4,0,0.0,1.9637878273455553
tally,T AE L IY,4,0,0.0,2.2528530309798933
tamer,T EY M ER,4,0,0.0,1.380211241711606
