word,phones,n_phonemes,n_sibilants,sibilant_density,log_freq
catalyst,K AE T AH L AH S T,8,1,0.125,1.6127838567197355
catamaran,K AE T AH M ER AE N,8,0,0.0,0.6020599913279624
catcher,K AE CH ER,4,1,0.25,2.2833012287035497
catchy,K AE CH IY,4,1,0.25,2.041392685158225
category,K AE T AH G AO R IY,8,0,0.0,2.3180633349627615
caterpillar,K AE T AH P IH L ER,8,0,0.0,1.7634279935629373
catfish,K AE T F IH SH,6,1,0.16666666666666666,1.806179973983887
catholic,K AE TH L IH K,6,0,0.0,2.8041394323353503
cattle,K AE T AH L,5,0,0.0,2.829303772831025
cauldron,K AA L D R AH N,7,0,0.0,1.3979400086720377
cauliflower,K AA L AH F L AW ER,8,0,0.0,1.462397997898956
cause,K AA Z,3,1,0.3333333333333333,4.19901427093462
cavalier,K AE V AH L IH R,7,0,0.0,1.7853298350107671
cavalry,K AE V AH L R IY,7,0,0.0,2.5024271199844326
cave,K EY V,3,0,0.0,2.8536982117761744
caveman,K EY V M AE N,6,0,0.0,2.0170333392987803
cavern,K AE V ER N,5,0,0.0,1.7558748556724915
caving,K EY V IH NG,5,0,0.0,1.505149978319906
ceiling,S IY L IH NG,5,1,0.2,2.630427875025024
cellar,S EH L ER,4,1,0.25,2.680335513414563
cellophane,S EH L AH F EY N,7,1,0.14285714285714285,1.6334684555795864
cement,S AH M EH N T,6,1,0.16666666666666666,2.3710678622717363
census,S EH N S AH S,6,3,0.5,1.8512583487190752
cent,S EH N T,4,1,0.25,2.6848453616444123
central,S EH N T R AH L,7,1,0.14285714285714285,3.101403350555331
century,S EH N CH ER IY,6,2,0.3333333333333333,3.0269416279590295
ceramics,S ER AE M IH K S,7,2,0.2857142857142857,1.4771212547196624
cerebral,S EH R AH B R AH L,8,1,0.125,2.0170333392987803
chain,CH EY N,3,1,0.3333333333333333,3.0346284566253203
chalet,SH AE L EY,4,1,0.25,1.4313637641589874
chalice,CH AE L IH S,5,2,0.4,1.5185139398778875
chalk,CH AA K,3,1,0.3333333333333333,2.2648178230095364
chancellor,CH AE N S AH L ER,7,2,0.2857142857142857,2.3242824552976926
change,CH EY N JH,4,2,0.5,4.0884550450441655
changer,CH EY N JH ER,5,2,0.4,1.380211241711606
chap,CH AE P,3,1,0.3333333333333333,2.5118833609788744
chaplain,CH AE P L AH N,6,1,0.16666666666666666,2.0681858617461617
characterize,K EH R AH K T ER AY Z,9,1,0.1111111111111111,1.5563025007672873
charge,CH AA R JH,4,2,0.5,3.658964842664435
charger,CH AA R JH ER,5,2,0.4,1.7993405494535817
chart,CH AA R T,4,1,0.25,2.6848453616444123
chassis,CH AE S IY,4,2,0.5,1.5314789170422551
cheap,CH IY P,3,1,0.3333333333333333,3.266936911159173
checkbook,CH EH K B UH K,6,1,0.16666666666666666,2.0827853703164503
checker,CH EH K ER,4,1,0.25,1.7558748556724915
checkered,CH EH K ER D,5,1,0.2,1.6334684555795864
checkers,CH EH K ER Z,5,2,0.4,1.9867717342662448
cheesy,CH IY Z IY,4,2,0.5,2.1271047983648077
chemical,K EH M AH K AH L,7,0,0.0,2.7634279935629373
chemist,K EH M IH S T,6,1,0.16666666666666666,1.9822712330395684
cherub,CH EH R AH B,5,1,0.2,1.505149978319906
chess,CH EH S,3,2,0.6666666666666666,2.5809249756756194
chewy,CH UW IY,3,1,0.3333333333333333,1.5563025007672873
chill,CH IH L,3,1,0.3333333333333333,2.9185545305502734
chimney,CH IH M N IY,5,1,0.2,2.330413773349191
chin,CH IH N,3,1,0.3333333333333333,2.8115750058705933
chiropractor,K AY R AH P R AE K T ER,10,0,0.0,1.662757831681574
chisel,CH IH Z AH L,5,2,0.4,1.662757831681574
choosy,CH UW Z IY,4,2,0.5,1.4913616938342726
chop,CH AA P,3,1,0.3333333333333333,2.8419848045901137
chopper,CH AA P ER,4,1,0.25,2.775974331129369
choreographer,K AO R IY AA G R AH F ER,10,0,0.0,1.7323937598229686
chromium,K R OW M IY AH M,7,0,0.0,1.5314789170422551
chromosome,K R OW M AH S OW M,8,1,0.125,1.591064607026499
chuck,CH AH K,3,1,0.3333333333333333,3.0402066275747113
chug,CH AH G,3,1,0.3333333333333333,2.0791812460476247
chum,CH AH M,3,1,0.3333333333333333,2.1958996524092336
chunk,CH AH NG K,4,1,0.25,2.326335860928751
church,CH ER CH,3,2,0.6666666666666666,3.550717423469283
churn,CH ER N,3,1,0.3333333333333333,1.505149978319906
chutney,CH AH T N IY,5,1,0.2,1.380211241711606
cinder,S IH N D ER,5,1,0.2,1.6020599913279623
cinematography,S IH N IH M AH T AA G R AH F IY,13,1,0.07692307692307693,1.3617278360175928
circuit,S ER K AH T,5,1,0.2,2.5327543789924976
circular,S ER K Y AH L ER,7,1,0.14285714285714285,1.9138138523837167
circulate,S ER K Y AH L EY T,8,1,0.125,1.6812412373755872
circulatory,S ER K Y AH L AH T AO R IY,11,1,0.09090909090909091,1.380211241711606
circumference,S ER K AH M F R AH N S,10,2,0.2,1.591064607026499
circumstance,S ER K AH M S T AE N S,10,3,0.3,2.0253058652647704
circumvent,S ER K AH M V EH N T,9,1,0.1111111111111111,1.4313637641589874
cite,S AY T,3,1,0.3333333333333333,1.6901960800285136
civics,S IH V IH K S,6,2,0.3333333333333333,1.3222192947339193
civilian,S AH V IH L Y AH N,8,1,0.125,2.681241237375587
claim,K L EY M,4,0,0.0,3.1126050015345745
clam,K L AE M,4,0,0.0,2.303196057420489
clan,K L AE N,4,0,0.0,2.322219294733919
clapper,K L AE P ER,5,0,0.0,1.3222192947339193
clarinet,K L EH R AH N EH T,8,0,0.0,1.9084850188786497
clasp,K L AE S P,5,1,0.2,1.724275869600789
classification,K L AE S AH F AH K EY SH AH N,12,2,0.16666666666666666,1.5797835966168101
clause,K L AO Z,4,1,0.25,2.1583624920952498
claw,K L AO,3,0,0.0,2.3502480183341627
clay,K L EY,3,0,0.0,2.787460474518415
cleanup,K L IY N AH P,6,0,0.0,2.0043213737826426
clemency,K L EH M AH N S IY,8,1,0.125,1.6812412373755872
clergy,K L ER JH IY,5,1,0.2,1.6901960800285136
cleric,K L EH R IH K,6,0,0.0,1.8388490907372552
clerical,K L EH R AH K AH L,8,0,0.0,1.7075701760979363
clerk,K L ER K,4,0,0.0,2.8188854145940097
clicker,K L IH K ER,5,0,0.0,1.3424226808222062
client,K L AY AH N T,6,0,0.0,3.433929765608464
clientele,K L AY AH N T EH L,8,0,0.0,1.9084850188786497
clinch,K L IH N CH,5,1,0.2,1.5440680443502757
cling,K L IH NG,4,0,0.0,2.110589710299249
clinic,K L IH N IH K,6,0,0.0,2.8543060418010806
clinical,K L IH N AH K AH L,8,0,0.0,2.1760912590556813
clip,K L IH P,4,0,0.0,2.4638929889859074
clipboard,K L IH P B AO R D,8,0,0.0,1.591064607026499
clipping,K L IH P IH NG,6,0,0.0,1.7781512503836436
cloaking,K L OW K IH NG,6,0,0.0,1.6334684555795864
cloakroom,K L OW K R UW M,7,0,0.0,1.5314789170422551
close,K L OW S,4,1,0.25,4.048907701483771
closet,K L AA Z AH T,6,1,0.16666666666666666,3.1405080430381798
closure,K L OW ZH ER,5,1,0.2,2.2013971243204513
cloudy,K L AW D IY,5,0,0.0,2.0453229787866576
clout,K L AW T,4,0,0.0,1.6901960800285136
clover,K L OW V ER,5,0,0.0,1.8325089127062364
cluck,K L AH K,4,0,0.0,1.8692317197309762
clue,K L UW,3,0,0.0,2.9537596917332287
cluster,K L AH S T ER,6,1,0.16666666666666666,1.8325089127062364
clutch,K L AH CH,4,1,0.25,2.1072099696478683
coachman,K OW CH M AH N,6,1,0.16666666666666666,1.4913616938342726
coal,K OW L,3,0,0.0,2.526339277389844
coalition,K OW AH L IH SH AH N,8,1,0.125,1.968482948553935
coarse,K AO R S,4,1,0.25,1.845098040014257
coaster,K OW S T ER,5,1,0.2,2.2041199826559246
coat,K OW T,3,0,0.0,3.331832044436249
coating,K OW T IH NG,5,0,0.0,1.380211241711606
coax,K OW K S,4,1,0.25,1.6232492903979006
cocoon,K AH K UW N,5,0,0.0,1.7634279935629373
cod,K AA D,3,0,0.0,2.060697840353612
code,K OW D,3,0,0.0,3.432969290874406
coding,K OW D IH NG,5,0,0.0,1.5797835966168101
cog,K AO G,3,0,0.0,1.4471580313422192
coil,K OY L,3,0,0.0,1.919078092376074
coincide,K OW IH N S AY D,7,1,0.14285714285714285,1.6127838567197355
coleslaw,K OW L S L AA,6,1,0.16666666666666666,1.806179973983887
collaboration,K AH L AE B ER EY SH AH N,10,1,0.1,1.7708520116421442
collage,K AH L AA ZH,5,1,0.2,1.5797835966168101
collar,K AA L ER,4,0,0.0,2.7299742856995555
collarbone,K AA L ER B OW N,7,0,0.0,1.6334684555795864
colleague,K AA L IY G,5,0,0.0,2.5403294747908736
collective,K AH L EH K T IH V,8,0,0.0,2.089905111439398
colonel,K ER N AH L,5,0,0.0,3.6910814921229687
colonial,K AH L OW N IY AH L,8,0,0.0,2.0253058652647704
column,K AA L AH M,5,0,0.0,2.7481880270062002
columnist,K AA L AH M N AH S T,9,1,0.1111111111111111,1.7160033436347992
combination,K AA M B AH N EY SH AH N,10,1,0.1,2.7867514221455614
combine,K AA M B AY N,6,0,0.0,2.0569048513364727
commandant,K AA M AH N D AA N T,9,0,0.0,2.12057393120585
commence,K AH M EH N S,6,1,0.16666666666666666,2.3729120029701067
commentary,K AA M AH N T EH R IY,9,0,0.0,1.8864907251724818
commentator,K AA M AH N T EY T ER,9,0,0.0,2.146128035678238
commerce,K AA M ER S,5,1,0.2,2.250420002308894
commissary,K AA M AH S EH R IY,8,1,0.125,1.4771212547196624
commissioner,K AH M IH SH AH N ER,8,1,0.125,2.7958800173440754
commodore,K AA M AH D AO R,7,0,0.0,2.2671717284030137
commonplace,K AA M AH N P L EY S,9,1,0.1111111111111111,1.6127838567197355
communal,K AH M Y UW N AH L,8,0,0.0,1.5314789170422551
commune,K AA M Y UW N,6,0,0.0,1.8325089127062364
communicator,K AH M Y UW N AH K EY T ER,11,0,0.0,1.568201724066995
communion,K AH M Y UW N Y AH N,9,0,0.0,2.0293837776852097
commuter,K AH M Y UW T ER,7,0,0.0,1.4913616938342726
compact,K AA M P AE K T,7,0,0.0,1.9395192526186185
comparable,K AA M P ER AH B AH L,9,0,0.0,1.3979400086720377
comparative,K AH M P EH R AH T IH V,10,0,0.0,1.6232492903979006
compare,K AH M P EH R,6,0,0.0,2.630427875025024
comparison,K AH M P EH R AH S AH N,10,1,0.1,2.27415784926368
compartment,K AH M P AA R T M AH N T,11,0,0.0,2.484299839346786
compel,K AH M P EH L,6,0,0.0,1.724275869600789
compete,K AH M P IY T,6,0,0.0,2.6364878963533656
compile,K AH M P AY L,6,0,0.0,1.4471580313422192
complacent,K AH M P L EY S AH N T,10,1,0.1,1.3617278360175928
compliance,K AH M P L AY AH N S,9,1,0.1111111111111111,1.7075701760979363
composite,K AH M P AA Z AH T,8,1,0.125,1.8129133566428555
compost,K AA M P OW S T,7,1,0.14285714285714285,1.462397997898956
compression,K AH M P R EH SH AH N,9,1,0.1111111111111111,1.806179973983887
compressor,K AH M P R EH S ER,8,1,0.125,1.414973347970818
concentration,K AA N S AH N T R EY SH AH N,12,2,0.16666666666666666,2.45178643552429
concept,K AA N S EH P T,7,1,0.14285714285714285,2.74350976472843
concerned,K AH N S ER N D,7,1,0.14285714285714285,3.3544926005894364
concession,K AH N S EH SH AH N,8,2,0.25,1.845098040014257
conch,K AA N CH,4,1,0.25,1.3222192947339193
concierge,K AA N S IY EH R ZH,8,2,0.25,1.8692317197309762
concise,K AH N S AY S,6,2,0.3333333333333333,1.3617278360175928
conclude,K AH N K L UW D,7,0,0.0,2.1072099696478683
conclusion,K AH N K L UW ZH AH N,9,1,0.1111111111111111,2.66838591669
conclusive,K AH N K L UW S IH V,9,1,0.1111111111111111,1.792391689498254
concourse,K AA N K AO R S,7,1,0.14285714285714285,1.5440680443502757
concrete,K AH N K R IY T,7,0,0.0,2.57978359661681
conditioning,K AH N D IH SH AH N IH NG,10,1,0.1,2.294466226161593
condone,K AH N D OW N,6,0,0.0,1.7781512503836436
condor,K AA N D ER,5,0,0.0,1.7853298350107671
conducive,K AH N D UW S IH V,8,1,0.125,1.380211241711606
conduct,K AH N D AH K T,7,0,0.0,2.7535830588929064
conductor,K AH N D AH K T ER,8,0,0.0,2.1931245983544616
conduit,K AA N D UW IH T,7,0,0.0,1.7323937598229686
confederate,K AH N F EH D ER AH T,9,0,0.0,1.9822712330395684
confer,K AH N F ER,5,0,0.0,1.8260748027008264
conference,K AA N F ER AH N S,8,1,0.125,3.11293997608408
confessional,K AH N F EH SH AH N AH L,10,1,0.1,1.8260748027008264
configuration,K AH N F IH G Y ER EY SH AH N,12,1,0.08333333333333333,1.6901960800285136
conform,K AH N F AO R M,7,0,0.0,1.6532125137753437
confuse,K AH N F Y UW Z,7,1,0.14285714285714285,2.387389826338729
congregation,K AA NG G R AH G EY SH AH N,11,1,0.09090909090909091,2.0718820073061255
conjecture,K AH N JH EH K CH ER,8,2,0.25,1.6334684555795864
conjunction,K AH N JH AH NG K SH AH N,10,2,0.2,1.8260748027008264
consecrated,K AA N S AH K R EY T AH D,11,1,0.09090909090909091,1.4913616938342726
consecutive,K AH N S EH K Y AH T IH V,11,1,0.09090909090909091,1.9242792860618816
consenting,K AH N S EH N T IH NG,9,1,0.1111111111111111,1.3979400086720377
conservation,K AA N S ER V EY SH AH N,10,2,0.2,1.5185139398778875
conservative,K AH N S ER V AH T IH V,10,1,0.1,2.285557309007774
conservatory,K AH N S ER V AH T AO R IY,11,1,0.09090909090909091,1.845098040014257
consist,K AH N S IH S T,7,2,0.2857142857142857,1.3617278360175928
consolation,K AA N S AH L EY SH AH N,10,2,0.2,2.271841606536499
consolidate,K AH N S AA L IH D EY T,10,1,0.1,1.380211241711606
consolidated,K AH N S AA L AH D EY T AH D,12,1,0.08333333333333333,1.568201724066995
consort,K AH N S AO R T,7,1,0.14285714285714285,1.5185139398778875
constable,K AA N S T AH B AH L,9,1,0.1111111111111111,2.161368002234975
constitute,K AA N S T AH T UW T,9,1,0.1111111111111111,1.6434526764861874
constitution,K AA N S T AH T UW SH AH N,11,2,0.18181818181818182,2.45178643552429
construct,K AH N S T R AH K T,9,1,0.1111111111111111,1.8750612633917
consulate,K AA N S AH L AH T,8,1,0.125,2.3979400086720375
consult,K AH N S AH L T,7,1,0.14285714285714285,2.456366033129043
consume,K AH N S UW M,6,1,0.16666666666666666,2.0253058652647704
consumption,K AH N S AH M P SH AH N,10,2,0.2,1.9777236052888478
contain,K AH N T EY N,6,0,0.0,2.4927603890268375
contemplate,K AA N T AH M P L EY T,10,0,0.0,1.806179973983887
contend,K AH N T EH N D,7,0,0.0,1.6901960800285136
contender,K AH N T EH N D ER,8,0,0.0,1.6989700043360187
context,K AA N T EH K S T,8,1,0.125,2.214843848047698
continental,K AA N T AH N EH N T AH L,11,0,0.0,2.2278867046136734
contingency,K AH N T IH N JH AH N S IY,11,2,0.18181818181818182,1.8976270912904414
contingent,K AH N T IH N JH AH N T,10,1,0.1,1.7481880270062005
continuance,K AH N T IH N Y UW AH N S,11,1,0.09090909090909091,1.7634279935629373
continuation,K AH N T IH N Y UW EY SH AH N,12,1,0.08333333333333333,1.3979400086720377
continuous,K AH N T IH N Y UW AH S,10,1,0.1,1.99563519459755
continuum,K AH N T IH N Y UW AH M,10,0,0.0,1.8920946026904804
contract,K AA N T R AE K T,8,0,0.0,3.2177470732627937
contractor,K AA N T R AE K T ER,9,0,0.0,2.2068258760318495
contraption,K AH N T R AE P SH AH N,10,1,0.1,1.8808135922807914
contrary,K AA N T R EH R IY,8,0,0.0,2.6580113966571126
contrast,K AA N T R AE S T,8,1,0.125,2.03342375548695
convene,K AH N V IY N,6,0,0.0,1.6020599913279623
convent,K AA N V AH N T,7,0,0.0,2.2329961103921536
convention,K AH N V EH N SH AH N,9,1,0.1111111111111111,2.7993405494535817
conventional,K AH N V EH N SH AH N AH L,11,1,0.09090909090909091,2.1931245983544616
converge,K AH N V ER JH,6,1,0.16666666666666666,1.5185139398778875
converse,K AA N V ER S,6,1,0.16666666666666666,1.8260748027008264
convert,K AA N V ER T,6,0,0.0,2.2041199826559246
convey,K AH N V EY,5,0,0.0,2.1367205671564067
convince,K AH N V IH N S,7,1,0.14285714285714285,2.9804578922761
convoy,K AA N V OY,5,0,0.0,2.2600713879850747
coolant,K UW L AH N T,6,0,0.0,1.5563025007672873
coordinator,K OW AO R D AH N EY T ER,10,0,0.0,1.9138138523837167
cope,K OW P,3,0,0.0,2.2227164711475833
copier,K AA P IY ER,5,0,0.0,1.5185139398778875
copy,K AA P IY,4,0,0.0,3.4260230156898763
cord,K AO R D,4,0,0.0,2.5550944485783194
cordon,K AO R D AH N,6,0,0.0,1.6989700043360187
cork,K AO R K,4,0,0.0,2.167317334748176
corkscrew,K AO R K S K R UW,8,1,0.125,1.7634279935629373
corner,K AO R N ER,5,0,0.0,3.428134794028789
cornfield,K AO R N F IY L D,8,0,0.0,1.568201724066995
corny,K AO R N IY,5,0,0.0,2.307496037913213
corporal,K AO R P ER AH L,7,0,0.0,2.904715545278681
corral,K ER AE L,4,0,0.0,2.0791812460476247
corrective,K ER EH K T IH V,7,0,0.0,1.4313637641589874
correlation,K AO R AH L EY SH AH N,9,1,0.1111111111111111,1.4771212547196624
correspondent,K AO R AH S P AA N D AH N T,12,1,0.08333333333333333,2.0453229787866576
corridor,K AO R AH D ER,6,0,0.0,2.45484486000851
corroborate,K ER AA B ER EY T,7,0,0.0,1.7558748556724915
cortex,K AO R T EH K S,7,1,0.14285714285714285,1.7634279935629373
cot,K AA T,3,0,0.0,2.012837224705172
council,K AW N S AH L,6,1,0.16666666666666666,2.936513742478893
counsel,K AW N S AH L,6,1,0.16666666666666666,2.8615344108590377
countenance,K AW N T AH N AH N S,9,1,0.1111111111111111,1.591064607026499
counter,K AW N T ER,5,0,0.0,2.8512583487190755
counteract,K AW N T ER AE K T,8,0,0.0,1.3979400086720377
counterpart,K AW N T ER P AA R T,9,0,0.0,1.414973347970818
counterpoint,K AW N T ER P OY N T,9,0,0.0,1.3222192947339193
countless,K AW N T L AH S,7,1,0.14285714285714285,2.0863598306747484
county,K AW N T IY,5,0,0.0,3.2362852774480286
coupe,K UW P,3,0,0.0,1.505149978319906
courier,K ER IY ER,4,0,0.0,2.2278867046136734
courthouse,K AO R T HH AW S,7,1,0.14285714285714285,2.3541084391474008
covenant,K AH V AH N AH N T,8,0,0.0,2.534026106056135
cow,K AW,2,0,0.0,3.114610984232173
cowboy,K AW B OY,4,0,0.0,2.986323777050765
coworker,K OW W ER K ER,6,0,0.0,1.5440680443502757
coy,K OY,2,0,0.0,1.9493900066449128
cracker,K R AE K ER,5,0,0.0,2.469822015978163
cram,K R AE M,4,0,0.0,1.8920946026904804
cranny,K R AE N IY,5,0,0.0,1.3617278360175928
crate,K R EY T,4,0,0.0,2.322219294733919
creak,K R IY K,4,0,0.0,1.4313637641589874
creamer,K R IY M ER,5,0,0.0,1.568201724066995
crease,K R IY S,4,1,0.25,1.845098040014257
credit,K R EH D AH T,6,0,0.0,3.3688445068258215
creed,K R IY D,4,0,0.0,2.113943352306837
crest,K R EH S T,5,1,0.2,2.03342375548695
crewman,K R UW M AH N,6,0,0.0,1.7075701760979363
crimp,K R IH M P,5,0,0.0,1.3617278360175928
crisp,K R IH S P,5,1,0.2,2.2095150145426308
critique,K R AH T IY K,6,0,0.0,1.414973347970818
critter,K R IH T ER,5,0,0.0,1.8195439355418688
crock,K R AA K,4,0,0.0,2.0170333392987803
crossover,K R AO S OW V ER,7,1,0.14285714285714285,1.3222192947339193
crosswalk,K R AA S W AA K,7,1,0.14285714285714285,1.3424226808222062
crouch,K R AW CH,4,1,0.25,1.591064607026499
crowbar,K R OW B AA R,6,0,0.0,1.8260748027008264
crucial,K R UW SH AH L,6,1,0.16666666666666666,2.3710678622717363
cruiser,K R UW Z ER,5,1,0.2,2.2121876044039577
crumb,K R AH M,4,0,0.0,1.968482948553935
crunch,K R AH N CH,5,1,0.2,2.255272505103306
cube,K Y UW B,4,0,0.0,2.184691430817599
cubic,K Y UW B IH K,6,0,0.0,1.6532125137753437
cuff,K AH F,3,0,0.0,2.4653828514484184
cupboard,K AH B ER D,5,0,0.0,2.1072099696478683
curb,K ER B,3,0,0.0,2.322219294733919
curd,K ER D,3,0,0.0,1.3617278360175928
curling,K ER L IH NG,5,0,0.0,1.6989700043360187
curriculum,K ER IH K Y AH L AH M,9,0,0.0,1.8512583487190752
curry,K AH R IY,4,0,0.0,2.0969100130080562
curtain,K ER T AH N,5,0,0.0,2.7209857441537393
curtains,K ER T AH N Z,6,1,0.16666666666666666,2.507855871695831
curved,K ER V D,4,0,0.0,1.505149978319906
custard,K AH S T ER D,6,1,0.16666666666666666,1.8129133566428555
custodial,K AH S T OW D IY AH L,9,1,0.1111111111111111,1.3222192947339193
custody,K AH S T AH D IY,7,1,0.14285714285714285,2.9925535178321354
custom,K AH S T AH M,6,1,0.16666666666666666,2.5010592622177517
customary,K AH S T AH M EH R IY,9,1,0.1111111111111111,2.0492180226701815
cylinder,S IH L AH N D ER,7,1,0.14285714285714285,1.9084850188786497
dab,D AE B,3,0,0.0,1.7634279935629373
dabble,D AE B AH L,5,0,0.0,1.4771212547196624
daft,D AE F T,4,0,0.0,1.8388490907372552
dam,D AE M,3,0,0.0,2.4683473304121573
dangle,D AE NG G AH L,6,0,0.0,1.8388490907372552
daresay,D EH R S EY,5,1,0.2,1.414973347970818
dark,D AA R K,4,0,0.0,3.655138434811382
darkness,D AA R K N AH S,7,1,0.14285714285714285,2.9508514588885464
darkroom,D AA R K R UW M,7,0,0.0,1.6532125137753437
dart,D AA R T,4,0,0.0,1.99563519459755
dash,D AE SH,3,1,0.3333333333333333,2.4899584794248346
dashboard,D AE SH B AO R D,7,1,0.14285714285714285,1.7075701760979363
database,D EY T AH B EY S,7,1,0.14285714285714285,2.4638929889859074
dawdle,D AO D AH L,5,0,0.0,1.4913616938342726
daycare,D EY K EH R,5,0,0.0,1.8920946026904804
deacon,D IY K AH N,5,0,0.0,2.167317334748176
dealership,D IY L ER SH IH P,7,1,0.14285714285714285,1.8260748027008264
debrief,D IH B R IY F,6,0,0.0,1.7708520116421442
debriefing,D IH B R IY F IH NG,8,0,0.0,1.7403626894942439
debutante,D EH B Y AH T AA N T,9,0,0.0,1.8388490907372552
decade,D EH K EY D,5,0,0.0,2.3944516808262164
decadence,D EH K AH D AH N S,8,1,0.125,1.4771212547196624
decedent,D EH S IY D AH N T,8,1,0.125,1.380211241711606
decimal,D EH S AH M AH L,7,1,0.14285714285714285,1.6334684555795864
decipher,D IH S AY F ER,6,1,0.16666666666666666,1.9444826721501687
decision,D IH S IH ZH AH N,7,2,0.2857142857142857,3.448551739201578
declare,D IH K L EH R,6,0,0.0,2.5877109650189114
deco,D EH K OW,4,0,0.0,1.3617278360175928
decorum,D IH K AO R AH M,7,0,0.0,1.6334684555795864
decoy,D AH K OY,4,0,0.0,2.2624510897304293
decree,D IH K R IY,5,0,0.0,1.99563519459755
deduce,D IH D UW S,5,1,0.2,1.4771212547196624
deductible,D IH D AH K T AH B AH L,10,0,0.0,1.6720978579357175
deduction,D IH D AH K SH AH N,8,1,0.125,1.9444826721501687
deem,D IY M,3,0,0.0,1.4913616938342726
deep,D IY P,3,0,0.0,3.5907304057926903
defender,D IH F EH N D ER,7,0,0.0,2.184691430817599
defensive,D IH F EH N S IH V,8,1,0.125,2.4456042032735974
defer,D IH F ER,4,0,0.0,1.4913616938342726
deflect,D IH F L EH K T,7,0,0.0,1.4471580313422192
defrost,D IH F R AO S T,7,1,0.14285714285714285,1.3424226808222062
